GD0441_01T	5738398.612	6600036.926	228.271
GD0441_02B	5738397.806	6600035.201	216.092
GD0441_02M1	5738397.872	6600035.297	220.975
GD0441_02T	5738397.882	6600035.298	228.26
GD0441_03B	5738391.899	6600025.42	214.805
GD0441_03M1	5738391.887	6600025.389	220.519
GD0441_03T	5738391.894	6600025.375	226.802
GD0441_04B	5738394.581	6600021.524	216.126
GD0441_04M1	5738394.6	6600021.526	220.555
GD0441_04T	5738394.585	6600021.514	226.875
GD0441_05B	5738401.934	6600019.176	216.285
GD0441_05M1	5738401.932	6600019.183	221.913
GD0441_05T	5738401.917	6600019.172	226.887
GD0441_06B	5738406.829	6600031.275	216.005
GD0441_06M1	5738406.866	6600031.407	220.876
GD0441_06T	5738406.862	6600031.421	228.206
GD0441_07B	5738407.597	6600033.21	215.998
GD0441_07M1	5738407.51	6600033.086	220.87
GD0441_07T	5738407.499	6600033.082	228.269
GD0450_01B	5738462.921	6599976.705	214.244
GD0450_01M1	5738463.035	6599976.683	218.52
GD0450_01R	5738462.62	6599976.69	209.9001
GD0450_01T	5738463.051	6599976.664	223.824
GD0450_02B	5738454.555	6599977.885	214.364
GD0450_02M1	5738454.549	6599977.861	218.607
GD0450_02R	5738453.64	6599978.06	209.9341
GD0450_02T	5738454.581	6599977.866	223.957
GD0450_03R	5738451.69	6599963.85	210.2986
GD0450_04R	5738464.47	6599961.97	210.1336
GD0451_01R	5738464.63	6599956.26	210.1565
GD0451_02R	5738460.62	6599944.06	210.1963
GD0451_03R	5738456.51	6599931.76	210.2894
GD0451_04R	5738462.04	6599929.45	210.6387
GD0464_01B	5738377.775	6600026.661	213.451
GD0464_01M1	5738377.759	6600026.636	217.425
GD0464_01M2	5738377.775	6600026.646	220.835
GD0464_01R	5738377.7	6600026.62	209.6148
GD0464_01T	5738377.802	6600026.65	224.584
GD0464_02B	5738383.827	6600042.44	214.071
GD0464_02M1	5738383.82	6600042.401	217.677
GD0464_02M2	5738383.886	6600042.432	221.862
GD0464_02R	5738383.87	6600042.54	209.8907
GD0464_02T	5738383.936	6600042.464	225.722
GD0464_03B	5738390.575	6600055.622	213.753
GD0464_03M1	5738390.624	6600055.692	217.954
GD0464_03M2	5738390.644	6600055.691	221.652
GD0464_03R	5738390.59	6600055.76	209.9915
GD0464_03T	5738390.657	6600055.703	225.834
K18_PK1	5739046.517	6597898.037	193.871
K18_PK2	5739074.917	6597900.456	193.873
K18_PK3	5739092.177	6597901.581	192.986
K18_PK4	5739090.391	6597913.748	192.988
K18_PK5	5739073.147	6597910.769	193.871
K18_PK6	5739045.74	6597908.358	193.867
KA0050_01R	5739239.21	6599459.87	201.901
KA0050_02R	5739194.05	6599467.41	201.8853
KA0050_03R	5739202.88	6599527.55	201.8238
KO0010_01R	5738330.69	6600239.02	208.551
KO0010_02B	5738333.745	6600255.572	213.927
KO0010_02M1	5738333.657	6600255.594	217.655
KO0010_02M2	5738333.644	6600255.596	221.37
KO0010_02R	5738333.53	6600255.77	208.8298
KO0010_02T	5738333.424	6600255.582	227.837
KO0010_03B	5738337.286	6600275.453	213.919
KO0010_03M1	5738337.144	6600275.451	217.766
KO0010_03M2	5738337.142	6600275.439	221.382
KO0010_03R	5738337.09	6600276.59	208.8223
KO0010_03T	5738336.79	6600275.504	228.04
KO0010_04B	5738339.671	6600291.575	214.017
KO0010_04M1	5738339.682	6600291.672	217.669
KO0010_04M2	5738339.676	6600291.577	221.932
KO0010_04R	5738339.62	6600291.6	209.0167
KO0010_04T	5738339.715	6600291.055	227.946
KO0010_05B	5738337.452	6600296.093	213.841
KO0010_05M1	5738336.587	6600295.972	217.827
KO0010_05M2	5738336.628	6600295.97	222.012
KO0010_05R	5738337.03	6600296.12	208.866
KO0010_05T	5738335.865	6600296.094	229.054
KO0010_06R	5738323.87	6600298.37	208.8468
KO0010_07B	5738310.811	6600300.46	213.834
KO0010_07M1	5738310.747	6600300.268	217.645
KO0010_07M2	5738310.774	6600300.264	221.501
KO0010_07R	5738310.75	6600300.41	208.841
KO0010_07T	5738310.722	6600299.882	227.963
KO0010_08R	5738297.51	6600302.1	208.8614
KO0010_09R	5738294.16	6600286.83	208.7804
KO0010_10R	5738291.64	6600271.6	208.6909
KO0010_11R	5738304.39	6600249.47	208.7072
KO0010_12R	5738317.39	6600246.23	208.7014
KO0010_13R	5738319.1	6600266.37	208.773
KO0010_14R	5738325.69	6600277.89	208.8284
KO0010_15R	5738325.53	6600280.03	208.8126
KO0010_16R	5738312.32	6600282.02	209.222
KO0010_17R	5738300.84	6600284.63	208.8314
KO0030_01R	5738272.683	6600305.452	208.9013
KO0030_02R	5738290.564	6600303.116	208.6244
KO0030_03R	5738288.217	6600287.552	208.588
KO0030_04R	5738277.49	6600272.24	209.3378
KO0030_05R	5738286.04	6600271.81	209.2849
KO0040_01R	5738282.48	6600348.52	209.2976
KO0040_02R	5738296.82	6600346.12	209.3258
KO0040_03B	5738303.13	6600345.218	217.102
KO0040_03R	5738302.91	6600345.34	209.3552
KO0040_03T	5738302.98	6600345.392	225.102
KO0040_04B	5738308.738	6600374.241	216.401
KO0040_04MZ	5738308.69	6600374.271	220.987
KO0040_04R	5738308.85	6600374.23	209.6218
KO0040_04T	5738308.637	6600374.274	224.721
KO0040_05R	5738287.07	6600375.58	209.4172
KO0041_01R	5738305.59	6600402.15	209.4566
KO0041_02B	5738312.373	6600398.981	212.275
KO0041_02MZ	5738312.361	6600399.063	216.342
KO0041_02R	5738312.3	6600398.78	209.7105
KO0041_02T	5738312.368	6600399.098	222.618
KO0041_03R	5738315.96	6600421.7	209.2298
KOZ_G01A	5739626.344	6598391.377	-3377502.369
KOZ_G01B	5739626.344	6598391.377	-8066880.257
KOZ_G02A	5739611.964	6598328.43	-3377508.481
KOZ_G02B	5739611.964	6598328.43	-8066815.978
KOZ_G03A	5739597.567	6598294.144	-3531744.668
KOZ_G03B	5739597.567	6598294.144	-8000452.827
KOZ_G04A	5739596.937	6598262.406	-3377514.945
KOZ_G04B	5739596.937	6598262.406	-8066748.575
KOZ_G1	5739626.344	6598391.377	188.652
KOZ_G10	5739600.646	6598399.848	188.656
KOZ_G2	5739611.964	6598328.43	188.648
KOZ_G3	5739597.567	6598294.144	188.907
KOZ_G4	5739596.937	6598262.406	188.932
KOZ_G7	5739546.728	6598278.311	188.919
KOZ_G8	5739574.579	6598340.742	188.921
KOZ_G9	5739590.011	6598367.679	188.616
KOZ_P01A	5739618.615	6598411.947	-8066897.36
KOZ_P02A	5739620.166	6598372.723	-3377502.361
KOZ_P02B	5739620.166	6598372.723	-8066860.606
KOZ_P1	5739618.615	6598411.947	194.575
KOZ_P2	5739620.166	6598372.723	188.643
KOZ_P3	5739582.682	6598231.286	188.862
KOZ_P6	5739542.25	6598250.341	188.912
KOZ_P7	5739563.507	6598299.539	188.953
L17_181	5739501.716	6598063.29	194.8733
L17_182	5739486.526	6598063.873	194.6783
L17_183	5739477.789	6598067.45	194.4871
